SenatorHagerty,@MarshaBlackburn,@SenatorTimScott,@SenKevinCramer,@SenTuberville,@SenJohnKennedy,@SenatorBraun,@SenatorLankford,@SenKatieBritt,@SenJoniErnst,@SenJohnThune,@RogerMarshallMD,@SenRonJohnson,@SenatorRomney,@SenatorRicketts,@SenTedBuddNC,@SenRickScott,@SteveDaines,@SenLummis,,,,,,,,,,,,,,,,,,,,,,
JohnCornyn,@ChuckGrassley,@SenTedCruz,@MarshaBlackburn,@SenMikeLee,@SenRonJohnson,@SenTomCotton,@LeaderMcConnell,@SenJoniErnst,@MikeCrapo,@SenJohnKennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenTedCruz,@MarshaBlackburn,@marcorubio,@ChuckGrassley,@SenTuberville,@SenatorRicketts,@SenEricSchmitt,@SenTedBuddNC,@SenLummis,@LeaderMcConnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenMikeLee,@SenTedCruz,@ChuckGrassley,@SenatorTimScott,@SenJohnKennedy,@SenTomCotton,@marcorubio,@SenRonJohnson,@LeaderMcConnell,@SenTuberville,@SenTedBuddNC,@SenKatieBritt,@SenRandPaul,@SenRickScott,@SenatorBraun,@SenLummis,@SenatorSinema,@SenatorRomney,@MarshaBlackburn,,,,,,,,,,,,,,,,,,,,,,
SenatorRomney,@SenJohnKennedy,@SenKevinCramer,@MarshaBlackburn,@SenatorBraun,@SenAmyKlobuchar,@SenatorCollins,@SenGaryPeters,@SenRonJohnson,@MikeCrapo,@SenEricSchmitt,@SenTuberville,@SenKatieBritt,@SenTomCotton,@SenatorRounds,@SenatorRisch,@SenJoniErnst,@SenJohnHoeven,@SenatorRicketts,@SenPeterWelch,@SenMullin,@SenVancePress,@SenTedBuddNC,@SenAlexPadilla,@ossoff,@SenatorLujan,@SenMarkKelly,@SenatorHick,@RogerMarshallMD,@SenLummis,@SenatorHagerty,,,,,,,,,,
SenSanders,@SenWarren,@SenSchumer,@SenStabenow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenPeterWelch,@SenBlumenthal,@SenWhitehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenTimKaine,@Senlaphonza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MarkWarner,@SenBlumenthal,@SenGillibrand,@SenatorDurbin,@SenWhitehouse,@maziehirono,@PattyMurray,@SenDuckworth,@ChrisVanHollen,@SenFettermanPA,@SenKatieBritt,@SenTimKaine,@SenTinaSmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenatorCantwell,@PattyMurray,@ChrisMurphyCT,@SenWhitehouse,@SenBlumenthal,@maziehirono,@SenatorDurbin,@SenDuckworth,@SenGaryPeters,@SenatorTester,@SenJeffMerkley,@SenatorCardin,@ChrisVanHollen,@SenBobCasey,@RonWyden,@SenJackReed,@SenAngusKing,@SenSherrodBrown,@SenatorHick,@SenMarkKelly,,,,,,,,,,,,,,,,,,,,,
PattyMurray,@SenatorCantwell,@SenWarren,@SenBlumenthal,@ChrisMurphyCT,@SenatorDurbin,@SenWhitehouse,@maziehirono,@MarkWarner,@SenDuckworth,@SenGaryPeters,@SenGillibrand,@SenatorTester,@SenJackReed,@SenatorBaldwin,@SenJeffMerkley,@Senlaphonza,@SenatorLujan,@SenatorHick,@SenPeterWelch,@SenTimKaine,@SenAlexPadilla,@SenJackyRosen,@SenFettermanPA,@SenMarkKelly,,,,,,,,,,,,,,,,
SenCapito,@SenKevinCramer,@SenatorRisch,@JerryMoran,@SenatorFischer,@MikeCrapo,@SenJohnHoeven,@lisamurkowski,@SenJohnBarrasso,@SenatorWicker,@SenThomTillis,@SenatorLankford,@JohnCornyn,@SenJoniErnst,@JohnBoozman,@SenatorCollins,@SenJohnThune,@SenKatieBritt,@SenatorBraun,@SenGillibrand,@SenatorHagerty,@SenatorSinema,@SenatorRounds,@SenTuberville,@SenatorRomney,,,,,,,,,,,,,,,,
JoeManchinIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenatorBaldwin,@PattyMurray,@ChrisMurphyCT,@SenatorDurbin,@SenWhitehouse,@MarkWarner,@SenDuckworth,@SenBlumenthal,@SenatorTester,@SenGaryPeters,@maziehirono,@ChrisVanHollen,@SenSherrodBrown,@SenBobCasey,@SenatorCantwell,@SenMarkey,@SenFettermanPA,,,,,,,,,,,,,,,,,,,,,,,,
SenRonJohnson,@ChuckGrassley,@HawleyMO,@MarshaBlackburn,@SenJohnKennedy,@SenTedCruz,@SenTomCotton,@SenKevinCramer,@SenMikeLee,@SenatorTimScott,@SenKatieBritt,@SenRandPaul,@SenTedBuddNC,@SenMullin,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenJohnBarrasso,@MikeCrapo,@SenatorRisch,@SenJohnHoeven,@JerryMoran,@SenatorWicker,@SenatorFischer,@ChuckGrassley,@JohnBoozman,@SenKevinCramer,@SenMikeLee,@SenRonJohnson,@SenThomTillis,@SenJohnThune,@SenatorCollins,@lisamurkowski,@SenatorLankford,@SenTuberville,@RogerMarshallMD,@SenatorRicketts,@SenKatieBritt,@SenEricSchmitt,@SenMullin,@SenatorHagerty,,,,,,,,,,,,,,,,,
SenLummis,@SenKevinCramer,@SenEricSchmitt,@SenTuberville,@SenatorBraun,@SenKatieBritt,@SenMullin,@SenVancePress,@SenGillibrand,@SenatorWicker,@SenThomTillis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
