SenCortezMasto,@SenJackyRosen,@SenDuckworth,@MarkWarner,@PattyMurray,@SenatorTester,@ChrisVanHollen,@SenatorBaldwin,@maziehirono,@SenKevinCramer,@SenatorHassan,@SenatorMenendez,@SenTinaSmith,@SenatorCantwell,@SenJackReed,@SenatorLujan,@SenAlexPadilla,@SenatorHick,,,,,,,,,,,,,,,,,,,,,,,
SenJackyRosen,@SenCortezMasto,@SenDuckworth,@ChrisVanHollen,@SenKevinCramer,@SenatorBaldwin,@SenTinaSmith,@SenatorHick,@SenJackReed,@SenatorHassan,@SenAngusKing,@SenatorShaheen,@SenatorCarper,@SenGaryPeters,@SenPeterWelch,@SenFettermanPA,,,,,,,,,,,,,,,,,,,,,,,,,
SenatorHassan,@SenatorShaheen,@PattyMurray,@SenDuckworth,@SenWhitehouse,@SenBlumenthal,@MarkWarner,@SenatorDurbin,@SenGaryPeters,@SenJackReed,@SenatorTester,@maziehirono,@ChrisVanHollen,@SenatorCantwell,@SenSherrodBrown,@SenatorBaldwin,@ChrisCoons,@SenBobCasey,@SenatorCardin,@SenRandPaul,@SenatorBraun,@SenAlexPadilla,@SenKevinCramer,@SenHydeSmith,@SenTuberville,@SenLummis,@SenatorHick,@SenatorLujan,@SenMarkKelly,@SenBooker,@SenatorRomney,@SenRickScott,@SenJackyRosen,@SenatorSinema,,,,,,,
SenatorShaheen,@SenatorHassan,@PattyMurray,@SenJackReed,@SenWhitehouse,@SenBlumenthal,@SenatorDurbin,@SenatorCardin,@ChrisVanHollen,@MarkWarner,@ChrisCoons,@maziehirono,@SenatorCantwell,@SenGaryPeters,@SenatorBaldwin,@SenBobCasey,@SenatorCarper,@SenatorCollins,@SenAngusKing,@SenFettermanPA,@SenAlexPadilla,@SenMarkKelly,@SenThomTillis,@SenatorLankford,,,,,,,,,,,,,,,,,
SenBooker,@SenSchumer,@SenGillibrand,@ChrisMurphyCT,@SenBlumenthal,@SenWarren,@SenDuckworth,@SenatorDurbin,@SenWhitehouse,@maziehirono,@SenTimKaine,@SenAlexPadilla,@SenToddYoung,@SenatorShaheen,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenatorMenendez,@MarkWarner,@SenatorDurbin,@SenBlumenthal,@ChrisVanHollen,@SenWhitehouse,@PattyMurray,@SenatorRisch,@ChrisCoons,@SenatorCardin,@SenGaryPeters,@MikeCrapo,@SenJackReed,@SenBobCasey,@maziehirono,@SenSherrodBrown,@SenMarkey,@SenAlexPadilla,,,,,,,,,,,,,,,,,,,,,,,
SenatorHeinrich,@SenBlumenthal,@PattyMurray,@SenWhitehouse,@SenatorDurbin,@SenDuckworth,@MarkWarner,@SenAngusKing,@ChrisMurphyCT,@SenJackReed,@SenGaryPeters,@maziehirono,@ChrisVanHollen,@SenatorCardin,@SenBobCasey,@RonWyden,@SenatorTester,@SenatorRisch,@SenatorCantwell,@ChrisCoons,@Senlaphonza,@SenatorRounds,@SenPeterWelch,@SenFettermanPA,,,,,,,,,,,,,,,,,
SenatorLujan,@SenatorHeinrich,@SenJackyRosen,@Senlaphonza,@SenFettermanPA,@SenBooker,@lisamurkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenGillibrand,@SenWarren,@SenSchumer,@ChrisMurphyCT,@SenSanders,@SenBlumenthal,@ossoff,@ReverendWarnock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenSchumer,@SenSanders,@SenWarren,@SenGillibrand,@SenatorTester,@SenFettermanPA,@SenTimKaine,@SenatorLujan,@SenMarkKelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenTedBuddNC,@SenMullin,@SenMarkey,@SenJackReed,@SenMarkKelly,@SenatorRicketts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenThomTillis,@ChuckGrassley,@SenatorRisch,@MikeCrapo,@SenKevinCramer,@SenTomCotton,@SenJoniErnst,@SenRonJohnson,@JerryMoran,@SenJohnHoeven,@SenJohnBarrasso,@SenatorWicker,@SenatorLankford,@SenatorCollins,@SenMikeLee,@JohnCornyn,@SenJohnKennedy,@SenatorFischer,@SenTuberville,@SenatorHassan,,,,,,,,,,,,,,,,,,,,,
SenKevinCramer,@SenJohnHoeven,@MarshaBlackburn,@SenatorBraun,@SenatorLankford,@MikeCrapo,@SenThomTillis,@SenatorRisch,@SenJohnKennedy,@SenatorWicker,@SenToddYoung,@SenJohnBarrasso,@JerryMoran,@SenCapito,@SenJohnThune,@SenatorFischer,@SenDanSullivan,@SenKatieBritt,@SenWhitehouse,@SenatorHeinrich,@SenAlexPadilla,@SenatorTester,@ChrisCoons,@SenatorLujan,@SenMullin,,,,,,,,,,,,,,,,
SenJohnHoeven,@MikeCrapo,@SenatorRisch,@SenJohnBarrasso,@JerryMoran,@SenatorFischer,@SenatorWicker,@JohnBoozman,@SenKevinCramer,@SenatorCollins,@SenThomTillis,@lisamurkowski,@SenMikeLee,@SenJohnThune,@SenCapito,@SenJoniErnst,@SenKatieBritt,@SenVancePress,@SenTedBuddNC,@SenEricSchmitt,@SenMullin,@SenatorHagerty,@SenTuberville,,,,,,,,,,,,,,,,,,
SenSherrodBrown,@SenBlumenthal,@SenWhitehouse,@MarkWarner,@maziehirono,@SenatorDurbin,@PattyMurray,@SenDuckworth,@SenBobCasey,@SenatorBaldwin,@ChrisCoons,@SenJeffMerkley,@SenGaryPeters,@SenatorCantwell,@RonWyden,@SenSchumer,@Senlaphonza,@RogerMarshallMD,@SenatorLujan,@SenPeterWelch,@SenFettermanPA,@SenTimKaine,@SenAlexPadilla,,,,,,,,,,,,,,,,,,
SenVancePress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenatorLankford,@SenatorTimScott,@SenKevinCramer,@SenTomCotton,@SenRonJohnson,@SenMullin,@JohnCornyn,@SenThomTillis,@SenJoniErnst,@SenatorBraun,@SenJohnKennedy,@SenMikeLee,@SenJohnBarrasso,@SenatorRisch,@MikeCrapo,@SenRandPaul,@SenatorRicketts,@SenEricSchmitt,,,,,,,,,,,,,,,,,,,,,,,
SenMullin,@SenatorLankford,@SenCortezMasto,@SenatorSinema,@SenatorCollins,@SteveDaines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenJeffMerkley,@RonWyden,@ChrisMurphyCT,@SenWhitehouse,@SenSchumer,@SenBlumenthal,@PattyMurray,@SenatorDurbin,@MarkWarner,@SenGillibrand,@SenDuckworth,@maziehirono,@ChrisCoons,@ChrisVanHollen,@SenBobCasey,@SenSherrodBrown,@Senlaphonza,@SenFettermanPA,@SenTimKaine,@ossoff,,,,,,,,,,,,,,,,,,,,,
RonWyden,@SenJeffMerkley,@SenBlumenthal,@ChrisMurphyCT,@SenWhitehouse,@PattyMurray,@SenatorDurbin,@SenGillibrand,@MarkWarner,@maziehirono,@SenDuckworth,@ChrisCoons,@ChrisVanHollen,@SenSherrodBrown,@SenBobCasey,@SenatorCantwell,@SenJackReed,,,,,,,,,,,,,,,,,,,,,,,,
SenBobCasey,@ChrisMurphyCT,@SenSchumer,@SenBlumenthal,@SenatorDurbin,@PattyMurray,@SenWhitehouse,@MarkWarner,@SenatorTester,@maziehirono,@SenGillibrand,@ChrisVanHollen,@MikeCrapo,@SenSherrodBrown,@SenatorCardin,@SenFettermanPA,@SenTimKaine,,,,,,,,,,,,,,,,,,,,,,,,
SenFettermanPA,@SenWhitehouse,@maziehirono,@SenJeffMerkley,@PattyMurray,@SenSherrodBrown,@SenJackyRosen,@SenatorHick,@SenatorHeinrich,@SenBobCasey,@SenatorCarper,@SenDuckworth,@SenStabenow,@SenatorCardin,@SenatorLujan,@Senlaphonza,@SenatorShaheen,@ChrisMurphyCT,@SenTimKaine,@RonWyden,@SenatorBennet,@SenatorMenendez,@SenJackReed,@SenatorCantwell,@SenAngusKing,@SenatorBaldwin,@SenCortezMasto,@SenGaryPeters,,,,,,,,,,,,,
SenJackReed,@SenWhitehouse,@PattyMurray,@SenBlumenthal,@SenatorShaheen,@SenatorTester,@maziehirono,@SenatorCardin,@MikeCrapo,@SenGaryPeters,@SenAngusKing,@SenDuckworth,@RonWyden,@SenatorHeinrich,@SenatorWicker,@SenatorCollins,@SenStabenow,@SenSherrodBrown,@SenMarkKelly,@SenJackyRosen,@SenGillibrand,@SenWarren,@MarkWarner,@SenSchumer,@SenMarkey,,,,,,,,,,,,,,,,
SenWhitehouse,@ChrisMurphyCT,@SenBlumenthal,@SenatorDurbin,@maziehirono,@SenDuckworth,@SenPeterWelch,@SenFettermanPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeffMerkley,@brianschatz,@RonWyden,@maziehirono,@ossoff,@ReverendWarnock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenatorTimScott,@SenTedCruz,@SenJohnKennedy,@MarshaBlackburn,@SenTomCotton,@SenKevinCramer,@SenMikeLee,@ChuckGrassley,@SenatorRicketts,@SenKatieBritt,@SenTedBuddNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenatorRounds,@SenJohnThune,@SenThomTillis,@SenKevinCramer,@SenatorRisch,@SenJoniErnst,@SenDanSullivan,@MikeCrapo,@SenatorLankford,@SenJohnHoeven,@JohnCornyn,@JerryMoran,@SenJohnBarrasso,@SenatorFischer,@SenatorWicker,@SenCapito,@lisamurkowski,@SenJohnKennedy,@SenatorBraun,@SenatorCollins,@JohnBoozman,@Senlaphonza,@SenFettermanPA,@SenMullin,@SenEricSchmitt,@SenTedBuddNC,@SenKatieBritt,@SenSanders,@SenatorMenendez,@SenAmyKlobuchar,@ChrisVanHollen,@SenRandPaul,@ChrisCoons,@ChrisMurphyCT,@SenatorLujan,@SenatorCarper,@SenatorHassan,@SenWarren,@SenDuckworth,@SenBooker,@SenCortezMasto
SenJohnThune,@SenatorTimScott,@SenKevinCramer,@SenRonJohnson,@SenatorRisch,@SenJohnBarrasso,@SenJohnHoeven,@SenMikeLee,@SenatorWicker,@JohnCornyn,@JerryMoran,@ChuckGrassley,@SenatorRounds,@SenatorLankford,@SenJoniErnst,@SenThomTillis,@SenatorFischer,@SenJohnKennedy,@MarshaBlackburn,@SteveDaines,@SenTedBuddNC,@SenMullin,@SenVancePress,@RogerMarshallMD,@SenatorHagerty,@SenatorRicketts,@SenEricSchmitt,@SenKatieBritt,@SenLummis,@SenatorTester,@HawleyMO,@SenRickScott,@SenHydeSmith,@JohnBoozman,@SenatorBraun,@BillCassidy,@SenToddYoung,@SenDanSullivan,@lisamurkowski,@SenTomCotton,
MarshaBlackburn,@HawleyMO,@SenTedCruz,@SenJohnKennedy,@ChuckGrassley,@SenatorRicketts,@SenBlumenthal,@SenTedBuddNC,@SenKatieBritt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
